5; 1; 20; 
4,98991; 1,01007; 20,696; 
4,97982; 1,02008; 21,3709; 
4,96975; 1,03002; 22,0254; 
4,95969; 1,03991; 22,6606; 
4,94964; 1,04974; 23,277; 
4,93959; 1,05952; 23,8756; 
4,92956; 1,06923; 24,4569; 
4,91954; 1,07889; 25,0217; 
4,90953; 1,08849; 25,5706; 
4,89953; 1,09804; 26,1041; 
4,88954; 1,10753; 26,623; 
4,87956; 1,11696; 27,1276; 
4,86959; 1,12634; 27,6186; 
4,85963; 1,13567; 28,0963; 
4,84968; 1,14494; 28,5614; 
4,83973; 1,15416; 29,0143; 
4,82981; 1,16332; 29,4553; 
4,81989; 1,17243; 29,8849; 
4,80998; 1,18149; 30,3035; 
4,80008; 1,1905; 30,7115; 
4,79019; 1,19946; 31,1092; 
4,78031; 1,20837; 31,4969; 
4,77044; 1,21722; 31,8751; 
4,76058; 1,22603; 32,2439; 
4,75073; 1,23479; 32,6038; 
4,74089; 1,24349; 32,955; 
4,73107; 1,25215; 33,2977; 
4,72125; 1,26076; 33,6323; 
4,71144; 1,26932; 33,959; 
4,70164; 1,27783; 34,278; 
4,69186; 1,28629; 34,5896; 
4,68208; 1,29471; 34,894; 
4,67231; 1,30308; 35,1914; 
4,66256; 1,3114; 35,482; 
4,65281; 1,31968; 35,7661; 
4,64307; 1,32791; 36,0438; 
4,63335; 1,3361; 36,3153; 
4,62363; 1,34424; 36,5808; 
4,61393; 1,35233; 36,8405; 
4,60423; 1,36038; 37,0945; 
4,59455; 1,36838; 37,3429; 
4,58487; 1,37634; 37,586; 
4,57521; 1,38426; 37,8239; 
4,56555; 1,39213; 38,0568; 
4,55591; 1,39996; 38,2846; 
4,54627; 1,40775; 38,5077; 
4,53665; 1,41549; 38,7262; 
4,52704; 1,42319; 38,9401; 
4,51743; 1,43085; 39,1495; 
4,50784; 1,43846; 39,3547; 
4,49826; 1,44604; 39,5556; 
4,48868; 1,45357; 39,7525; 
4,47912; 1,46106; 39,9454; 
4,46957; 1,46851; 40,1344; 
4,46003; 1,47592; 40,3196; 
4,45049; 1,48329; 40,5011; 
4,44097; 1,49061; 40,679; 
4,43146; 1,4979; 40,8535; 
4,42196; 1,50515; 41,0245; 
4,41247; 1,51236; 41,1921; 
4,40299; 1,51953; 41,3565; 
4,39351; 1,52666; 41,5178; 
4,38405; 1,53375; 41,6759; 
4,3746; 1,5408; 41,831; 
4,36516; 1,54781; 41,9831; 
4,35573; 1,55479; 42,1324; 
4,34631; 1,56173; 42,2788; 
4,3369; 1,56862; 42,4225; 
4,3275; 1,57549; 42,5634; 
4,31811; 1,58231; 42,7018; 
4,30873; 1,5891; 42,8375; 
4,29936; 1,59585; 42,9708; 
4,29001; 1,60256; 43,1016; 
4,28066; 1,60924; 43,23; 
4,27132; 1,61588; 43,356; 
4,26199; 1,62248; 43,4797; 
4,25267; 1,62905; 43,6012; 
4,24336; 1,63558; 43,7205; 
4,23407; 1,64207; 43,8376; 
4,22478; 1,64853; 43,9526; 
4,2155; 1,65496; 44,0656; 
4,20624; 1,66135; 44,1765; 
4,19698; 1,66771; 44,2855; 
4,18773; 1,67403; 44,3925; 
4,1785; 1,68031; 44,4976; 
4,16927; 1,68656; 44,6009; 
4,16005; 1,69278; 44,7024; 
4,15085; 1,69896; 44,802; 
4,14165; 1,70511; 44,9; 
4,13247; 1,71123; 44,9962; 
4,12329; 1,71731; 45,0907; 
4,11413; 1,72336; 45,1836; 
4,10497; 1,72938; 45,2749; 
4,09583; 1,73536; 45,3646; 
4,08669; 1,74131; 45,4527; 
4,07757; 1,74723; 45,5393; 
4,06845; 1,75311; 45,6245; 
4,05935; 1,75896; 45,7082; 
4,05026; 1,76478; 45,7904; 
4,04117; 1,77057; 45,8712; 
4,0321; 1,77633; 45,9507; 
4,02304; 1,78205; 46,0288; 
4,01398; 1,78774; 46,1056; 
4,00494; 1,79341; 46,1811; 
3,99591; 1,79904; 46,2553; 
3,98688; 1,80464; 46,3282; 
3,97787; 1,8102; 46,3999; 
3,96887; 1,81574; 46,4704; 
3,95988; 1,82125; 46,5397; 
3,9509; 1,82672; 46,6079; 
3,94193; 1,83217; 46,6749; 
3,93297; 1,83758; 46,7408; 
3,92401; 1,84297; 46,8055; 
3,91507; 1,84833; 46,8692; 
3,90614; 1,85365; 46,9318; 
3,89722; 1,85895; 46,9934; 
3,88831; 1,86421; 47,0539; 
3,87941; 1,86945; 47,1134; 
3,87052; 1,87466; 47,172; 
3,86164; 1,87984; 47,2295; 
3,85277; 1,88498; 47,2861; 
3,84391; 1,89011; 47,3417; 
3,83507; 1,8952; 47,3964; 
3,82623; 1,90026; 47,4502; 
3,8174; 1,90529; 47,5031; 
3,80858; 1,9103; 47,5552; 
3,79977; 1,91528; 47,6063; 
3,79097; 1,92023; 47,6566; 
3,78219; 1,92515; 47,706; 
3,77341; 1,93004; 47,7547; 
3,76464; 1,93491; 47,8025; 
3,75588; 1,93975; 47,8495; 
3,74714; 1,94456; 47,8957; 
3,7384; 1,94934; 47,9411; 
3,72967; 1,9541; 47,9858; 
3,72096; 1,95883; 48,0297; 
3,71225; 1,96353; 48,0729; 
3,70355; 1,9682; 48,1154; 
3,69487; 1,97285; 48,1571; 
3,68619; 1,97747; 48,1982; 
3,67753; 1,98207; 48,2385; 
3,66887; 1,98664; 48,2782; 
3,66023; 1,99118; 48,3172; 
3,65159; 1,9957; 48,3555; 
3,64297; 2,00019; 48,3932; 
3,63435; 2,00465; 48,4302; 
3,62575; 2,00909; 48,4666; 
3,61716; 2,0135; 48,5023; 
3,60857; 2,01789; 48,5375; 
3,6; 2,02225; 48,572; 
3,59143; 2,02658; 48,606; 
3,58288; 2,03089; 48,6394; 
3,57434; 2,03518; 48,6721; 
3,5658; 2,03944; 48,7043; 
3,55728; 2,04367; 48,736; 
3,54877; 2,04788; 48,7671; 
3,54027; 2,05206; 48,7976; 
3,53178; 2,05622; 48,8276; 
3,52329; 2,06036; 48,8571; 
3,51482; 2,06447; 48,8861; 
3,50636; 2,06856; 48,9145; 
3,49791; 2,07262; 48,9424; 
3,48947; 2,07666; 48,9699; 
3,48104; 2,08067; 48,9968; 
3,47262; 2,08466; 49,0232; 
3,46421; 2,08862; 49,0492; 
3,45581; 2,09256; 49,0747; 
3,44742; 2,09648; 49,0997; 
3,43904; 2,10038; 49,1242; 
3,43067; 2,10425; 49,1483; 
3,42231; 2,10809; 49,172; 
